Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,
Source,CH1,Source,CH2,Source,CH3,Source,CH4,
Label, ,Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,
Vertical Units,V,Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E+02,Vertical Scale,5.000E+01,Vertical Scale,5.000E-01,Vertical Scale,5.000E-01,
Vertical Position,1.960E+02,Vertical Position,2.000E+00,Vertical Position,-3.400E-01,Vertical Position,-1.160E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,
Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,
Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,
Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,
Mode,Detail,Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,Waveform Data,,
1.980600e-04,-4.000000,1.980600e-04,58.000000,1.980600e-04,0.240000,1.980600e-04,0.220000,
1.980800e-04,-4.000000,1.980800e-04,58.000000,1.980800e-04,0.240000,1.980800e-04,0.240000,
1.981000e-04,-4.000000,1.981000e-04,58.000000,1.981000e-04,0.240000,1.981000e-04,0.240000,
1.981200e-04,-4.000000,1.981200e-04,58.000000,1.981200e-04,0.260000,1.981200e-04,0.220000,
1.981400e-04,-4.000000,1.981400e-04,58.000000,1.981400e-04,0.240000,1.981400e-04,0.220000,
1.981600e-04,0.000000,1.981600e-04,56.000000,1.981600e-04,0.240000,1.981600e-04,0.220000,
1.981800e-04,0.000000,1.981800e-04,56.000000,1.981800e-04,0.240000,1.981800e-04,0.220000,
1.982000e-04,-4.000000,1.982000e-04,56.000000,1.982000e-04,0.240000,1.982000e-04,0.220000,
1.982200e-04,-4.000000,1.982200e-04,56.000000,1.982200e-04,0.240000,1.982200e-04,0.220000,
1.982400e-04,0.000000,1.982400e-04,56.000000,1.982400e-04,0.220000,1.982400e-04,0.220000,
1.982600e-04,0.000000,1.982600e-04,54.000000,1.982600e-04,0.240000,1.982600e-04,0.220000,
1.982800e-04,0.000000,1.982800e-04,54.000000,1.982800e-04,0.240000,1.982800e-04,0.220000,
1.983000e-04,-4.000000,1.983000e-04,54.000000,1.983000e-04,0.240000,1.983000e-04,0.220000,
1.983200e-04,-4.000000,1.983200e-04,54.000000,1.983200e-04,0.220000,1.983200e-04,0.220000,
1.983400e-04,0.000000,1.983400e-04,54.000000,1.983400e-04,0.240000,1.983400e-04,0.200000,
1.983600e-04,-4.000000,1.983600e-04,54.000000,1.983600e-04,0.220000,1.983600e-04,0.200000,
1.983800e-04,0.000000,1.983800e-04,52.000000,1.983800e-04,0.220000,1.983800e-04,0.200000,
1.984000e-04,-4.000000,1.984000e-04,52.000000,1.984000e-04,0.220000,1.984000e-04,0.200000,
1.984200e-04,0.000000,1.984200e-04,52.000000,1.984200e-04,0.220000,1.984200e-04,0.200000,
1.984400e-04,0.000000,1.984400e-04,52.000000,1.984400e-04,0.220000,1.984400e-04,0.200000,
1.984600e-04,-4.000000,1.984600e-04,50.000000,1.984600e-04,0.220000,1.984600e-04,0.180000,
1.984800e-04,0.000000,1.984800e-04,50.000000,1.984800e-04,0.220000,1.984800e-04,0.200000,
1.985000e-04,0.000000,1.985000e-04,50.000000,1.985000e-04,0.220000,1.985000e-04,0.200000,
1.985200e-04,0.000000,1.985200e-04,50.000000,1.985200e-04,0.220000,1.985200e-04,0.200000,
1.985400e-04,0.000000,1.985400e-04,48.000000,1.985400e-04,0.200000,1.985400e-04,0.200000,
1.985600e-04,0.000000,1.985600e-04,46.000000,1.985600e-04,0.220000,1.985600e-04,0.180000,
1.985800e-04,0.000000,1.985800e-04,48.000000,1.985800e-04,0.200000,1.985800e-04,0.180000,
1.986000e-04,0.000000,1.986000e-04,48.000000,1.986000e-04,0.200000,1.986000e-04,0.180000,
1.986200e-04,0.000000,1.986200e-04,46.000000,1.986200e-04,0.200000,1.986200e-04,0.180000,
1.986400e-04,0.000000,1.986400e-04,46.000000,1.986400e-04,0.200000,1.986400e-04,0.180000,
1.986600e-04,0.000000,1.986600e-04,44.000000,1.986600e-04,0.200000,1.986600e-04,0.180000,
1.986800e-04,0.000000,1.986800e-04,46.000000,1.986800e-04,0.200000,1.986800e-04,0.180000,
1.987000e-04,0.000000,1.987000e-04,44.000000,1.987000e-04,0.180000,1.987000e-04,0.160000,
1.987200e-04,0.000000,1.987200e-04,44.000000,1.987200e-04,0.200000,1.987200e-04,0.160000,
1.987400e-04,0.000000,1.987400e-04,42.000000,1.987400e-04,0.180000,1.987400e-04,0.140000,
1.987600e-04,0.000000,1.987600e-04,42.000000,1.987600e-04,0.180000,1.987600e-04,0.160000,
1.987800e-04,0.000000,1.987800e-04,42.000000,1.987800e-04,0.180000,1.987800e-04,0.140000,
1.988000e-04,0.000000,1.988000e-04,42.000000,1.988000e-04,0.180000,1.988000e-04,0.160000,
1.988200e-04,0.000000,1.988200e-04,40.000000,1.988200e-04,0.160000,1.988200e-04,0.140000,
1.988400e-04,0.000000,1.988400e-04,38.000000,1.988400e-04,0.160000,1.988400e-04,0.140000,
1.988600e-04,-4.000000,1.988600e-04,38.000000,1.988600e-04,0.160000,1.988600e-04,0.140000,
1.988800e-04,0.000000,1.988800e-04,38.000000,1.988800e-04,0.160000,1.988800e-04,0.140000,
1.989000e-04,0.000000,1.989000e-04,36.000000,1.989000e-04,0.160000,1.989000e-04,0.140000,
1.989200e-04,0.000000,1.989200e-04,38.000000,1.989200e-04,0.160000,1.989200e-04,0.140000,
1.989400e-04,-4.000000,1.989400e-04,36.000000,1.989400e-04,0.160000,1.989400e-04,0.120000,
1.989600e-04,0.000000,1.989600e-04,36.000000,1.989600e-04,0.140000,1.989600e-04,0.120000,
1.989800e-04,-4.000000,1.989800e-04,34.000000,1.989800e-04,0.160000,1.989800e-04,0.120000,
1.990000e-04,0.000000,1.990000e-04,34.000000,1.990000e-04,0.140000,1.990000e-04,0.140000,
1.990200e-04,0.000000,1.990200e-04,32.000000,1.990200e-04,0.140000,1.990200e-04,0.120000,
1.990400e-04,0.000000,1.990400e-04,32.000000,1.990400e-04,0.140000,1.990400e-04,0.120000,
1.990600e-04,0.000000,1.990600e-04,32.000000,1.990600e-04,0.140000,1.990600e-04,0.120000,
1.990800e-04,-4.000000,1.990800e-04,30.000000,1.990800e-04,0.140000,1.990800e-04,0.120000,
1.991000e-04,-4.000000,1.991000e-04,30.000000,1.991000e-04,0.140000,1.991000e-04,0.120000,
1.991200e-04,0.000000,1.991200e-04,30.000000,1.991200e-04,0.140000,1.991200e-04,0.120000,
1.991400e-04,-4.000000,1.991400e-04,28.000000,1.991400e-04,0.140000,1.991400e-04,0.100000,
1.991600e-04,0.000000,1.991600e-04,28.000000,1.991600e-04,0.140000,1.991600e-04,0.100000,
1.991800e-04,-4.000000,1.991800e-04,28.000000,1.991800e-04,0.120000,1.991800e-04,0.100000,
1.992000e-04,0.000000,1.992000e-04,26.000000,1.992000e-04,0.120000,1.992000e-04,0.100000,
1.992200e-04,0.000000,1.992200e-04,26.000000,1.992200e-04,0.120000,1.992200e-04,0.080000,
1.992400e-04,0.000000,1.992400e-04,24.000000,1.992400e-04,0.120000,1.992400e-04,0.100000,
1.992600e-04,0.000000,1.992600e-04,24.000000,1.992600e-04,0.120000,1.992600e-04,0.100000,
1.992800e-04,-4.000000,1.992800e-04,24.000000,1.992800e-04,0.120000,1.992800e-04,0.100000,
1.993000e-04,0.000000,1.993000e-04,24.000000,1.993000e-04,0.120000,1.993000e-04,0.080000,
1.993200e-04,0.000000,1.993200e-04,22.000000,1.993200e-04,0.120000,1.993200e-04,0.080000,
1.993400e-04,-4.000000,1.993400e-04,22.000000,1.993400e-04,0.100000,1.993400e-04,0.060000,
1.993600e-04,0.000000,1.993600e-04,20.000000,1.993600e-04,0.100000,1.993600e-04,0.060000,
1.993800e-04,0.000000,1.993800e-04,20.000000,1.993800e-04,0.100000,1.993800e-04,0.060000,
1.994000e-04,0.000000,1.994000e-04,18.000000,1.994000e-04,0.100000,1.994000e-04,0.060000,
1.994200e-04,0.000000,1.994200e-04,18.000000,1.994200e-04,0.080000,1.994200e-04,0.060000,
1.994400e-04,0.000000,1.994400e-04,18.000000,1.994400e-04,0.080000,1.994400e-04,0.060000,
1.994600e-04,0.000000,1.994600e-04,16.000000,1.994600e-04,0.080000,1.994600e-04,0.060000,
1.994800e-04,-4.000000,1.994800e-04,16.000000,1.994800e-04,0.080000,1.994800e-04,0.060000,
1.995000e-04,0.000000,1.995000e-04,16.000000,1.995000e-04,0.080000,1.995000e-04,0.060000,
1.995200e-04,0.000000,1.995200e-04,14.000000,1.995200e-04,0.080000,1.995200e-04,0.040000,
1.995400e-04,0.000000,1.995400e-04,14.000000,1.995400e-04,0.060000,1.995400e-04,0.040000,
1.995600e-04,-4.000000,1.995600e-04,12.000000,1.995600e-04,0.080000,1.995600e-04,0.040000,
1.995800e-04,0.000000,1.995800e-04,12.000000,1.995800e-04,0.080000,1.995800e-04,0.020000,
1.996000e-04,0.000000,1.996000e-04,12.000000,1.996000e-04,0.060000,1.996000e-04,0.040000,
1.996200e-04,0.000000,1.996200e-04,10.000000,1.996200e-04,0.060000,1.996200e-04,0.020000,
1.996400e-04,0.000000,1.996400e-04,10.000000,1.996400e-04,0.060000,1.996400e-04,0.020000,
1.996600e-04,0.000000,1.996600e-04,10.000000,1.996600e-04,0.060000,1.996600e-04,0.020000,
1.996800e-04,-4.000000,1.996800e-04,8.000000,1.996800e-04,0.060000,1.996800e-04,0.040000,
1.997000e-04,-4.000000,1.997000e-04,8.000000,1.997000e-04,0.060000,1.997000e-04,0.020000,
1.997200e-04,0.000000,1.997200e-04,8.000000,1.997200e-04,0.060000,1.997200e-04,0.020000,
1.997400e-04,0.000000,1.997400e-04,6.000000,1.997400e-04,0.040000,1.997400e-04,0.020000,
1.997600e-04,0.000000,1.997600e-04,6.000000,1.997600e-04,0.060000,1.997600e-04,0.000000,
1.997800e-04,0.000000,1.997800e-04,4.000000,1.997800e-04,0.040000,1.997800e-04,0.000000,
1.998000e-04,0.000000,1.998000e-04,4.000000,1.998000e-04,0.040000,1.998000e-04,0.020000,
1.998200e-04,-4.000000,1.998200e-04,4.000000,1.998200e-04,0.020000,1.998200e-04,0.000000,
1.998400e-04,0.000000,1.998400e-04,4.000000,1.998400e-04,0.040000,1.998400e-04,0.000000,
1.998600e-04,-4.000000,1.998600e-04,2.000000,1.998600e-04,0.020000,1.998600e-04,0.000000,
1.998800e-04,0.000000,1.998800e-04,2.000000,1.998800e-04,0.040000,1.998800e-04,0.000000,
1.999000e-04,0.000000,1.999000e-04,2.000000,1.999000e-04,0.020000,1.999000e-04,0.000000,
1.999200e-04,0.000000,1.999200e-04,0.000000,1.999200e-04,0.020000,1.999200e-04,0.000000,
1.999400e-04,0.000000,1.999400e-04,0.000000,1.999400e-04,0.020000,1.999400e-04,-0.020000,
1.999600e-04,0.000000,1.999600e-04,-2.000000,1.999600e-04,0.020000,1.999600e-04,-0.020000,
1.999800e-04,0.000000,1.999800e-04,-2.000000,1.999800e-04,0.020000,1.999800e-04,-0.020000,
2.000000e-04,-4.000000,2.000000e-04,-2.000000,2.000000e-04,0.000000,2.000000e-04,-0.020000,
2.000200e-04,-4.000000,2.000200e-04,-4.000000,2.000200e-04,0.020000,2.000200e-04,-0.020000,
2.000400e-04,0.000000,2.000400e-04,-4.000000,2.000400e-04,0.000000,2.000400e-04,-0.020000,
2.000600e-04,0.000000,2.000600e-04,-4.000000,2.000600e-04,0.000000,2.000600e-04,-0.020000,
2.000800e-04,0.000000,2.000800e-04,-6.000000,2.000800e-04,0.000000,2.000800e-04,-0.040000,
2.001000e-04,-4.000000,2.001000e-04,-6.000000,2.001000e-04,0.000000,2.001000e-04,-0.040000,
2.001200e-04,0.000000,2.001200e-04,-6.000000,2.001200e-04,0.000000,2.001200e-04,-0.040000,
2.001400e-04,0.000000,2.001400e-04,-8.000000,2.001400e-04,0.000000,2.001400e-04,-0.040000,
2.001600e-04,0.000000,2.001600e-04,-8.000000,2.001600e-04,0.000000,2.001600e-04,-0.060000,
2.001800e-04,0.000000,2.001800e-04,-8.000000,2.001800e-04,0.000000,2.001800e-04,-0.040000,
2.002000e-04,0.000000,2.002000e-04,-10.000000,2.002000e-04,0.000000,2.002000e-04,-0.040000,
2.002200e-04,0.000000,2.002200e-04,-10.000000,2.002200e-04,-0.020000,2.002200e-04,-0.040000,
2.002400e-04,-4.000000,2.002400e-04,-10.000000,2.002400e-04,0.000000,2.002400e-04,-0.060000,
2.002600e-04,-4.000000,2.002600e-04,-12.000000,2.002600e-04,0.000000,2.002600e-04,-0.060000,
2.002800e-04,-4.000000,2.002800e-04,-12.000000,2.002800e-04,-0.020000,2.002800e-04,-0.040000,
2.003000e-04,-4.000000,2.003000e-04,-12.000000,2.003000e-04,-0.020000,2.003000e-04,-0.060000,
2.003200e-04,0.000000,2.003200e-04,-14.000000,2.003200e-04,-0.020000,2.003200e-04,-0.060000,
2.003400e-04,0.000000,2.003400e-04,-14.000000,2.003400e-04,-0.020000,2.003400e-04,-0.060000,
2.003600e-04,-4.000000,2.003600e-04,-14.000000,2.003600e-04,-0.020000,2.003600e-04,-0.060000,
2.003800e-04,0.000000,2.003800e-04,-16.000000,2.003800e-04,-0.020000,2.003800e-04,-0.060000,
2.004000e-04,0.000000,2.004000e-04,-16.000000,2.004000e-04,-0.040000,2.004000e-04,-0.080000,
2.004200e-04,-4.000000,2.004200e-04,-16.000000,2.004200e-04,-0.020000,2.004200e-04,-0.060000,
2.004400e-04,-4.000000,2.004400e-04,-16.000000,2.004400e-04,-0.040000,2.004400e-04,-0.060000,
2.004600e-04,0.000000,2.004600e-04,-18.000000,2.004600e-04,-0.040000,2.004600e-04,-0.080000,
2.004800e-04,0.000000,2.004800e-04,-18.000000,2.004800e-04,-0.040000,2.004800e-04,-0.080000,
2.005000e-04,-4.000000,2.005000e-04,-18.000000,2.005000e-04,-0.040000,2.005000e-04,-0.080000,
2.005200e-04,0.000000,2.005200e-04,-20.000000,2.005200e-04,-0.040000,2.005200e-04,-0.080000,
2.005400e-04,-4.000000,2.005400e-04,-20.000000,2.005400e-04,-0.040000,2.005400e-04,-0.080000,
2.005600e-04,-4.000000,2.005600e-04,-20.000000,2.005600e-04,-0.040000,2.005600e-04,-0.080000,
2.005800e-04,0.000000,2.005800e-04,-20.000000,2.005800e-04,-0.040000,2.005800e-04,-0.080000,
2.006000e-04,0.000000,2.006000e-04,-20.000000,2.006000e-04,-0.040000,2.006000e-04,-0.080000,
2.006200e-04,0.000000,2.006200e-04,-22.000000,2.006200e-04,-0.040000,2.006200e-04,-0.100000,
2.006400e-04,0.000000,2.006400e-04,-22.000000,2.006400e-04,-0.060000,2.006400e-04,-0.080000,
2.006600e-04,0.000000,2.006600e-04,-22.000000,2.006600e-04,-0.060000,2.006600e-04,-0.080000,
2.006800e-04,0.000000,2.006800e-04,-22.000000,2.006800e-04,-0.060000,2.006800e-04,-0.080000,
2.007000e-04,0.000000,2.007000e-04,-24.000000,2.007000e-04,-0.060000,2.007000e-04,-0.100000,
2.007200e-04,0.000000,2.007200e-04,-24.000000,2.007200e-04,-0.060000,2.007200e-04,-0.100000,
2.007400e-04,0.000000,2.007400e-04,-24.000000,2.007400e-04,-0.060000,2.007400e-04,-0.100000,
2.007600e-04,0.000000,2.007600e-04,-26.000000,2.007600e-04,-0.060000,2.007600e-04,-0.100000,
2.007800e-04,0.000000,2.007800e-04,-26.000000,2.007800e-04,-0.060000,2.007800e-04,-0.100000,
2.008000e-04,0.000000,2.008000e-04,-26.000000,2.008000e-04,-0.060000,2.008000e-04,-0.100000,
2.008200e-04,-4.000000,2.008200e-04,-26.000000,2.008200e-04,-0.060000,2.008200e-04,-0.100000,
2.008400e-04,0.000000,2.008400e-04,-26.000000,2.008400e-04,-0.060000,2.008400e-04,-0.100000,
2.008600e-04,-4.000000,2.008600e-04,-26.000000,2.008600e-04,-0.060000,2.008600e-04,-0.100000,
2.008800e-04,-4.000000,2.008800e-04,-26.000000,2.008800e-04,-0.060000,2.008800e-04,-0.100000,
2.009000e-04,-4.000000,2.009000e-04,-28.000000,2.009000e-04,-0.060000,2.009000e-04,-0.100000,
2.009200e-04,0.000000,2.009200e-04,-28.000000,2.009200e-04,-0.060000,2.009200e-04,-0.100000,
2.009400e-04,0.000000,2.009400e-04,-28.000000,2.009400e-04,-0.080000,2.009400e-04,-0.100000,
2.009600e-04,0.000000,2.009600e-04,-28.000000,2.009600e-04,-0.060000,2.009600e-04,-0.100000,
2.009800e-04,-4.000000,2.009800e-04,-28.000000,2.009800e-04,-0.080000,2.009800e-04,-0.100000,
2.010000e-04,0.000000,2.010000e-04,-30.000000,2.010000e-04,-0.080000,2.010000e-04,-0.120000,
2.010200e-04,0.000000,2.010200e-04,-30.000000,2.010200e-04,-0.080000,2.010200e-04,-0.120000,
2.010400e-04,0.000000,2.010400e-04,-30.000000,2.010400e-04,-0.080000,2.010400e-04,-0.120000,
2.010600e-04,0.000000,2.010600e-04,-30.000000,2.010600e-04,-0.080000,2.010600e-04,-0.140000,
2.010800e-04,0.000000,2.010800e-04,-30.000000,2.010800e-04,-0.080000,2.010800e-04,-0.120000,
2.011000e-04,0.000000,2.011000e-04,-32.000000,2.011000e-04,-0.080000,2.011000e-04,-0.120000,
2.011200e-04,-4.000000,2.011200e-04,-30.000000,2.011200e-04,-0.080000,2.011200e-04,-0.120000,
2.011400e-04,0.000000,2.011400e-04,-32.000000,2.011400e-04,-0.080000,2.011400e-04,-0.120000,
2.011600e-04,0.000000,2.011600e-04,-32.000000,2.011600e-04,-0.080000,2.011600e-04,-0.120000,
2.011800e-04,0.000000,2.011800e-04,-32.000000,2.011800e-04,-0.080000,2.011800e-04,-0.120000,
2.012000e-04,0.000000,2.012000e-04,-32.000000,2.012000e-04,-0.080000,2.012000e-04,-0.120000,
2.012200e-04,0.000000,2.012200e-04,-34.000000,2.012200e-04,-0.080000,2.012200e-04,-0.120000,
2.012400e-04,0.000000,2.012400e-04,-32.000000,2.012400e-04,-0.100000,2.012400e-04,-0.120000,
2.012600e-04,0.000000,2.012600e-04,-32.000000,2.012600e-04,-0.080000,2.012600e-04,-0.120000,
2.012800e-04,0.000000,2.012800e-04,-32.000000,2.012800e-04,-0.080000,2.012800e-04,-0.120000,
2.013000e-04,0.000000,2.013000e-04,-32.000000,2.013000e-04,-0.100000,2.013000e-04,-0.120000,
2.013200e-04,0.000000,2.013200e-04,-34.000000,2.013200e-04,-0.080000,2.013200e-04,-0.120000,
2.013400e-04,0.000000,2.013400e-04,-32.000000,2.013400e-04,-0.100000,2.013400e-04,-0.140000,
2.013600e-04,0.000000,2.013600e-04,-32.000000,2.013600e-04,-0.100000,2.013600e-04,-0.120000,
2.013800e-04,0.000000,2.013800e-04,-34.000000,2.013800e-04,-0.100000,2.013800e-04,-0.120000,
2.014000e-04,-4.000000,2.014000e-04,-34.000000,2.014000e-04,-0.100000,2.014000e-04,-0.120000,
2.014200e-04,-4.000000,2.014200e-04,-34.000000,2.014200e-04,-0.080000,2.014200e-04,-0.120000,
2.014400e-04,0.000000,2.014400e-04,-34.000000,2.014400e-04,-0.100000,2.014400e-04,-0.140000,
2.014600e-04,0.000000,2.014600e-04,-34.000000,2.014600e-04,-0.100000,2.014600e-04,-0.120000,
2.014800e-04,0.000000,2.014800e-04,-34.000000,2.014800e-04,-0.100000,2.014800e-04,-0.140000,
2.015000e-04,0.000000,2.015000e-04,-34.000000,2.015000e-04,-0.080000,2.015000e-04,-0.120000,
2.015200e-04,0.000000,2.015200e-04,-34.000000,2.015200e-04,-0.100000,2.015200e-04,-0.120000,
2.015400e-04,0.000000,2.015400e-04,-34.000000,2.015400e-04,-0.080000,2.015400e-04,-0.120000,
2.015600e-04,0.000000,2.015600e-04,-34.000000,2.015600e-04,-0.100000,2.015600e-04,-0.140000,
2.015800e-04,0.000000,2.015800e-04,-34.000000,2.015800e-04,-0.100000,2.015800e-04,-0.120000,
2.016000e-04,0.000000,2.016000e-04,-34.000000,2.016000e-04,-0.100000,2.016000e-04,-0.120000,
2.016200e-04,0.000000,2.016200e-04,-34.000000,2.016200e-04,-0.100000,2.016200e-04,-0.120000,
2.016400e-04,0.000000,2.016400e-04,-34.000000,2.016400e-04,-0.100000,2.016400e-04,-0.140000,
2.016600e-04,0.000000,2.016600e-04,-34.000000,2.016600e-04,-0.100000,2.016600e-04,-0.120000,
2.016800e-04,0.000000,2.016800e-04,-34.000000,2.016800e-04,-0.100000,2.016800e-04,-0.120000,
2.017000e-04,0.000000,2.017000e-04,-34.000000,2.017000e-04,-0.100000,2.017000e-04,-0.120000,
2.017200e-04,0.000000,2.017200e-04,-34.000000,2.017200e-04,-0.080000,2.017200e-04,-0.120000,
2.017400e-04,0.000000,2.017400e-04,-34.000000,2.017400e-04,-0.100000,2.017400e-04,-0.140000,
2.017600e-04,0.000000,2.017600e-04,-34.000000,2.017600e-04,-0.100000,2.017600e-04,-0.120000,
2.017800e-04,0.000000,2.017800e-04,-34.000000,2.017800e-04,-0.100000,2.017800e-04,-0.120000,
2.018000e-04,-4.000000,2.018000e-04,-34.000000,2.018000e-04,-0.080000,2.018000e-04,-0.120000,
2.018200e-04,0.000000,2.018200e-04,-34.000000,2.018200e-04,-0.100000,2.018200e-04,-0.140000,
2.018400e-04,-4.000000,2.018400e-04,-34.000000,2.018400e-04,-0.100000,2.018400e-04,-0.140000,
2.018600e-04,0.000000,2.018600e-04,-34.000000,2.018600e-04,-0.080000,2.018600e-04,-0.120000,
2.018800e-04,0.000000,2.018800e-04,-34.000000,2.018800e-04,-0.100000,2.018800e-04,-0.120000,
2.019000e-04,0.000000,2.019000e-04,-34.000000,2.019000e-04,-0.100000,2.019000e-04,-0.120000,
2.019200e-04,0.000000,2.019200e-04,-34.000000,2.019200e-04,-0.100000,2.019200e-04,-0.120000,
2.019400e-04,-4.000000,2.019400e-04,-34.000000,2.019400e-04,-0.100000,2.019400e-04,-0.140000,
2.019600e-04,-4.000000,2.019600e-04,-34.000000,2.019600e-04,-0.100000,2.019600e-04,-0.120000,
2.019800e-04,0.000000,2.019800e-04,-34.000000,2.019800e-04,-0.100000,2.019800e-04,-0.120000,
2.020000e-04,0.000000,2.020000e-04,-34.000000,2.020000e-04,-0.100000,2.020000e-04,-0.120000,
2.020200e-04,0.000000,2.020200e-04,-32.000000,2.020200e-04,-0.100000,2.020200e-04,-0.120000,
2.020400e-04,-4.000000,2.020400e-04,-34.000000,2.020400e-04,-0.100000,2.020400e-04,-0.120000,
2.020600e-04,-4.000000,2.020600e-04,-34.000000,2.020600e-04,-0.100000,2.020600e-04,-0.120000,
2.020800e-04,0.000000,2.020800e-04,-32.000000,2.020800e-04,-0.100000,2.020800e-04,-0.120000,
2.021000e-04,-4.000000,2.021000e-04,-32.000000,2.021000e-04,-0.080000,2.021000e-04,-0.120000,
2.021200e-04,-4.000000,2.021200e-04,-32.000000,2.021200e-04,-0.080000,2.021200e-04,-0.120000,
2.021400e-04,0.000000,2.021400e-04,-32.000000,2.021400e-04,-0.100000,2.021400e-04,-0.120000,
2.021600e-04,-4.000000,2.021600e-04,-32.000000,2.021600e-04,-0.100000,2.021600e-04,-0.120000,
2.021800e-04,-4.000000,2.021800e-04,-32.000000,2.021800e-04,-0.100000,2.021800e-04,-0.120000,
2.022000e-04,-4.000000,2.022000e-04,-30.000000,2.022000e-04,-0.100000,2.022000e-04,-0.120000,
2.022200e-04,-4.000000,2.022200e-04,-32.000000,2.022200e-04,-0.080000,2.022200e-04,-0.120000,
2.022400e-04,-4.000000,2.022400e-04,-30.000000,2.022400e-04,-0.100000,2.022400e-04,-0.120000,
2.022600e-04,0.000000,2.022600e-04,-30.000000,2.022600e-04,-0.080000,2.022600e-04,-0.100000,
2.022800e-04,-4.000000,2.022800e-04,-32.000000,2.022800e-04,-0.080000,2.022800e-04,-0.120000,
2.023000e-04,-4.000000,2.023000e-04,-30.000000,2.023000e-04,-0.080000,2.023000e-04,-0.120000,
2.023200e-04,-4.000000,2.023200e-04,-30.000000,2.023200e-04,-0.080000,2.023200e-04,-0.120000,
2.023400e-04,-4.000000,2.023400e-04,-30.000000,2.023400e-04,-0.080000,2.023400e-04,-0.120000,
2.023600e-04,0.000000,2.023600e-04,-30.000000,2.023600e-04,-0.080000,2.023600e-04,-0.100000,
2.023800e-04,0.000000,2.023800e-04,-30.000000,2.023800e-04,-0.080000,2.023800e-04,-0.100000,
2.024000e-04,-4.000000,2.024000e-04,-30.000000,2.024000e-04,-0.080000,2.024000e-04,-0.120000,
2.024200e-04,0.000000,2.024200e-04,-30.000000,2.024200e-04,-0.080000,2.024200e-04,-0.100000,
2.024400e-04,-4.000000,2.024400e-04,-28.000000,2.024400e-04,-0.060000,2.024400e-04,-0.100000,
2.024600e-04,0.000000,2.024600e-04,-28.000000,2.024600e-04,-0.080000,2.024600e-04,-0.120000,
2.024800e-04,0.000000,2.024800e-04,-28.000000,2.024800e-04,-0.080000,2.024800e-04,-0.120000,
2.025000e-04,-4.000000,2.025000e-04,-26.000000,2.025000e-04,-0.080000,2.025000e-04,-0.100000,
2.025200e-04,-4.000000,2.025200e-04,-28.000000,2.025200e-04,-0.080000,2.025200e-04,-0.100000,
2.025400e-04,-4.000000,2.025400e-04,-28.000000,2.025400e-04,-0.080000,2.025400e-04,-0.120000,
2.025600e-04,-4.000000,2.025600e-04,-26.000000,2.025600e-04,-0.080000,2.025600e-04,-0.100000,
2.025800e-04,-4.000000,2.025800e-04,-26.000000,2.025800e-04,-0.080000,2.025800e-04,-0.100000,
2.026000e-04,-4.000000,2.026000e-04,-26.000000,2.026000e-04,-0.060000,2.026000e-04,-0.100000,
2.026200e-04,-4.000000,2.026200e-04,-24.000000,2.026200e-04,-0.080000,2.026200e-04,-0.100000,
2.026400e-04,-4.000000,2.026400e-04,-24.000000,2.026400e-04,-0.080000,2.026400e-04,-0.100000,
2.026600e-04,-4.000000,2.026600e-04,-24.000000,2.026600e-04,-0.060000,2.026600e-04,-0.100000,
2.026800e-04,-4.000000,2.026800e-04,-24.000000,2.026800e-04,-0.060000,2.026800e-04,-0.100000,
2.027000e-04,-4.000000,2.027000e-04,-24.000000,2.027000e-04,-0.060000,2.027000e-04,-0.100000,
2.027200e-04,-4.000000,2.027200e-04,-24.000000,2.027200e-04,-0.060000,2.027200e-04,-0.100000,
2.027400e-04,-4.000000,2.027400e-04,-24.000000,2.027400e-04,-0.060000,2.027400e-04,-0.100000,
2.027600e-04,-4.000000,2.027600e-04,-22.000000,2.027600e-04,-0.060000,2.027600e-04,-0.080000,
2.027800e-04,-4.000000,2.027800e-04,-22.000000,2.027800e-04,-0.060000,2.027800e-04,-0.100000,
2.028000e-04,-4.000000,2.028000e-04,-22.000000,2.028000e-04,-0.060000,2.028000e-04,-0.080000,
2.028200e-04,-4.000000,2.028200e-04,-22.000000,2.028200e-04,-0.060000,2.028200e-04,-0.080000,
