time in s,CH2 in V
168.4001E-6,-217.4E-6
168.4001E-6,-57.43E-6
168.6001E-6,22.57E-6
168.6001E-6,-137.4E-6
168.8001E-6,-297.4E-6
168.8001E-6,-97.43E-6
169.0001E-6,-377.4E-6
169.0001E-6,-217.4E-6
169.2001E-6,-377.4E-6
169.2001E-6,-217.4E-6
169.4001E-6,-17.43E-6
169.4001E-6,-257.4E-6
169.6001E-6,-17.43E-6
169.6001E-6,-257.4E-6
169.8001E-6,-297.4E-6
169.8001E-6,-177.4E-6
170.0001E-6,-297.4E-6
170.0001E-6,-137.4E-6
170.2001E-6,-377.4E-6
170.2001E-6,-177.4E-6
170.4001E-6,-377.4E-6
170.4001E-6,-257.4E-6
170.6001E-6,-177.4E-6
170.6001E-6,-297.4E-6
170.8001E-6,-97.43E-6
170.8001E-6,-257.4E-6
171.0001E-6,-297.4E-6
171.0001E-6,-137.4E-6
171.2001E-6,-417.4E-6
171.2001E-6,-137.4E-6
171.4001E-6,-217.4E-6
171.4001E-6,-417.4E-6
171.6001E-6,-137.4E-6
171.6001E-6,-297.4E-6
171.8001E-6,-97.43E-6
171.8001E-6,-337.4E-6
172.0001E-6,-137.4E-6
172.0001E-6,-297.4E-6
172.2001E-6,-297.4E-6
172.2001E-6,-177.4E-6
172.4001E-6,-377.4E-6
172.4001E-6,-177.4E-6
172.6001E-6,-377.4E-6
172.6001E-6,-257.4E-6
172.8001E-6,-137.4E-6
172.8001E-6,-377.4E-6
173.0001E-6,-17.43E-6
173.0001E-6,-217.4E-6
173.2001E-6,22.57E-6
173.2001E-6,-97.43E-6
173.4001E-6,-137.4E-6
173.4001E-6,22.57E-6
173.6001E-6,-177.4E-6
173.6001E-6,-57.43E-6
173.8001E-6,-217.4E-6
173.8001E-6,-97.43E-6
174.0001E-6,-257.4E-6
174.0001E-6,-137.4E-6
174.2001E-6,-257.4E-6
174.2001E-6,-137.4E-6
174.4001E-6,-57.43E-6
174.4001E-6,-217.4E-6
174.6000E-6,62.57E-6
174.6000E-6,-137.4E-6
174.8000E-6,102.6E-6
174.8000E-6,-97.43E-6
175.0000E-6,-177.4E-6
175.0000E-6,22.57E-6
175.2000E-6,-177.4E-6
175.2000E-6,-57.43E-6
175.4000E-6,22.57E-6
175.4000E-6,-137.4E-6
175.6000E-6,-177.4E-6
175.6000E-6,-57.43E-6
175.8000E-6,-177.4E-6
175.8000E-6,-57.43E-6
176.0000E-6,142.6E-6
176.0000E-6,-137.4E-6
176.2000E-6,222.6E-6
176.2000E-6,62.57E-6
176.4000E-6,22.57E-6
176.4000E-6,222.6E-6
176.6000E-6,-137.4E-6
176.6000E-6,102.6E-6
176.8000E-6,-137.4E-6
176.8000E-6,-17.43E-6
177.0000E-6,-137.4E-6
177.0000E-6,22.57E-6
177.2000E-6,62.57E-6
177.2000E-6,-57.43E-6
177.4000E-6,-57.43E-6
177.4000E-6,102.6E-6
177.6000E-6,222.6E-6
177.6000E-6,62.57E-6
177.8000E-6,22.57E-6
177.8000E-6,222.6E-6
178.0000E-6,-137.4E-6
178.0000E-6,102.6E-6
178.2000E-6,102.6E-6
178.2000E-6,-137.4E-6
178.4000E-6,62.57E-6
178.4000E-6,-217.4E-6
178.6000E-6,142.6E-6
178.6000E-6,-257.4E-6
178.8000E-6,142.6E-6
178.8000E-6,-97.43E-6
179.0000E-6,142.6E-6
179.0000E-6,-97.43E-6
179.2000E-6,142.6E-6
179.2000E-6,-57.43E-6
179.4000E-6,142.6E-6
179.4000E-6,-17.43E-6
179.6000E-6,-137.4E-6
179.6000E-6,102.6E-6
179.8000E-6,102.6E-6
179.8000E-6,-137.4E-6
180.0000E-6,62.57E-6
180.0000E-6,-137.4E-6
180.2000E-6,-217.4E-6
180.2000E-6,-97.43E-6
180.4000E-6,182.6E-6
180.4000E-6,-137.4E-6
180.6000E-6,182.6E-6
180.6000E-6,-137.4E-6
180.8000E-6,302.6E-6
180.8000E-6,-17.43E-6
181.0000E-6,182.6E-6
181.0000E-6,-57.43E-6
181.2000E-6,-297.4E-6
181.2000E-6,-57.43E-6
181.4000E-6,22.57E-6
181.4000E-6,-177.4E-6
181.6001E-6,62.57E-6
181.6001E-6,-97.43E-6
181.8001E-6,-177.4E-6
181.8001E-6,-17.43E-6
182.0001E-6,102.6E-6
182.0001E-6,-137.4E-6
182.2001E-6,62.57E-6
182.2001E-6,-97.43E-6
182.4001E-6,-137.4E-6
182.4001E-6,22.57E-6
182.6001E-6,-297.4E-6
182.6001E-6,-57.43E-6
182.8001E-6,-17.43E-6
182.8001E-6,-297.4E-6
183.0001E-6,182.6E-6
183.0001E-6,-97.43E-6
183.2001E-6,222.6E-6
183.2001E-6,-97.43E-6
183.4001E-6,-137.4E-6
183.4001E-6,-17.43E-6
183.6001E-6,-177.4E-6
183.6001E-6,22.57E-6
183.8001E-6,62.57E-6
183.8001E-6,-97.43E-6
184.0001E-6,-257.4E-6
184.0001E-6,-57.43E-6
184.2001E-6,-57.43E-6
184.2001E-6,-257.4E-6
184.4001E-6,102.6E-6
184.4001E-6,-137.4E-6
184.6001E-6,142.6E-6
184.6001E-6,22.57E-6
184.8001E-6,-137.4E-6
184.8001E-6,62.57E-6
185.0001E-6,-177.4E-6
185.0001E-6,-57.43E-6
185.2001E-6,-137.4E-6
185.2001E-6,-17.43E-6
185.4001E-6,-217.4E-6
185.4001E-6,-17.43E-6
185.6001E-6,-257.4E-6
185.6001E-6,-177.4E-6
185.8001E-6,-17.43E-6
185.8001E-6,-217.4E-6
186.0001E-6,142.6E-6
186.0001E-6,-57.43E-6
186.2001E-6,142.6E-6
186.2001E-6,22.57E-6
186.4001E-6,-57.43E-6
186.4001E-6,102.6E-6
186.6001E-6,-137.4E-6
186.6001E-6,62.57E-6
186.8001E-6,-257.4E-6
186.8001E-6,-17.43E-6
187.0001E-6,-337.4E-6
187.0001E-6,-177.4E-6
187.2001E-6,-57.43E-6
187.2001E-6,-257.4E-6
187.4001E-6,102.6E-6
187.4001E-6,-137.4E-6
187.6001E-6,62.57E-6
187.6001E-6,-57.43E-6
187.8000E-6,-177.4E-6
187.8000E-6,62.57E-6
188.0000E-6,-177.4E-6
188.0000E-6,-17.43E-6
188.2000E-6,-137.4E-6
188.2000E-6,-17.43E-6
188.4000E-6,-177.4E-6
188.4000E-6,22.57E-6
188.6000E-6,-297.4E-6
188.6000E-6,-137.4E-6
188.8000E-6,22.57E-6
188.8000E-6,-257.4E-6
189.0000E-6,22.57E-6
189.0000E-6,-177.4E-6
189.2000E-6,-217.4E-6
189.2000E-6,-97.43E-6
189.4000E-6,-217.4E-6
189.4000E-6,-97.43E-6
189.6000E-6,22.57E-6
189.6000E-6,-177.4E-6
189.8000E-6,102.6E-6
189.8000E-6,-17.43E-6
