time in s,CH2 in V
78.80008E-6,-177.4E-6
78.80008E-6,62.57E-6
79.00008E-6,-177.4E-6
79.00008E-6,-57.43E-6
79.20008E-6,22.57E-6
79.20008E-6,-97.43E-6
79.40008E-6,-137.4E-6
79.40008E-6,-17.43E-6
79.60008E-6,-177.4E-6
79.60008E-6,-57.43E-6
79.80008E-6,-177.4E-6
79.80008E-6,-57.43E-6
80.00009E-6,62.57E-6
80.00009E-6,-137.4E-6
80.20009E-6,102.6E-6
80.20009E-6,-97.43E-6
80.40009E-6,-177.4E-6
80.40009E-6,-57.43E-6
80.60009E-6,22.57E-6
80.60009E-6,-137.4E-6
80.80009E-6,62.57E-6
80.80009E-6,-97.43E-6
81.00009E-6,-137.4E-6
81.00009E-6,22.57E-6
81.20010E-6,62.57E-6
81.20010E-6,-97.43E-6
81.40010E-6,-97.43E-6
81.40010E-6,62.57E-6
81.60010E-6,-137.4E-6
81.60010E-6,22.57E-6
81.80010E-6,102.6E-6
81.80010E-6,-177.4E-6
82.00000E-6,22.57E-6
82.00000E-6,-177.4E-6
82.20000E-6,62.57E-6
82.20000E-6,-57.43E-6
82.40000E-6,-297.4E-6
82.40000E-6,-17.43E-6
82.60000E-6,-297.4E-6
82.60000E-6,-137.4E-6
82.80001E-6,-17.43E-6
82.80001E-6,-177.4E-6
83.00001E-6,-137.4E-6
83.00001E-6,-17.43E-6
83.20001E-6,-137.4E-6
83.20001E-6,-17.43E-6
83.40001E-6,-217.4E-6
83.40001E-6,-97.43E-6
83.60001E-6,62.57E-6
83.60001E-6,-137.4E-6
83.80001E-6,182.6E-6
83.80001E-6,-17.43E-6
84.00002E-6,-97.43E-6
84.00002E-6,142.6E-6
84.20002E-6,-177.4E-6
84.20002E-6,-17.43E-6
84.40002E-6,-177.4E-6
84.40002E-6,-57.43E-6
84.60002E-6,-217.4E-6
84.60002E-6,-137.4E-6
84.80002E-6,-337.4E-6
84.80002E-6,-177.4E-6
85.00002E-6,-57.43E-6
85.00002E-6,-297.4E-6
85.20002E-6,142.6E-6
85.20002E-6,-137.4E-6
85.40002E-6,182.6E-6
85.40002E-6,-17.43E-6
85.60002E-6,-177.4E-6
85.60002E-6,62.57E-6
85.80004E-6,-257.4E-6
85.80004E-6,-17.43E-6
86.00004E-6,22.57E-6
86.00004E-6,-137.4E-6
86.20004E-6,-417.4E-6
86.20004E-6,-137.4E-6
86.40004E-6,182.6E-6
86.40004E-6,-257.4E-6
86.60004E-6,182.6E-6
86.60004E-6,-57.43E-6
86.80004E-6,182.6E-6
86.80004E-6,-17.43E-6
87.00004E-6,182.6E-6
87.00004E-6,-137.4E-6
87.20004E-6,-217.4E-6
87.20004E-6,-17.43E-6
87.40004E-6,-297.4E-6
87.40004E-6,-97.43E-6
87.60004E-6,-17.43E-6
87.60004E-6,-177.4E-6
87.80004E-6,-137.4E-6
87.80004E-6,-17.43E-6
88.00004E-6,-137.4E-6
88.00004E-6,22.57E-6
88.20004E-6,102.6E-6
88.20004E-6,-217.4E-6
88.40006E-6,182.6E-6
88.40006E-6,-217.4E-6
88.60006E-6,102.6E-6
88.60006E-6,-17.43E-6
88.80006E-6,-177.4E-6
88.80006E-6,102.6E-6
89.00006E-6,62.57E-6
89.00006E-6,-137.4E-6
89.20006E-6,-137.4E-6
89.20006E-6,22.57E-6
89.40006E-6,-217.4E-6
89.40006E-6,-57.43E-6
89.60006E-6,102.6E-6
89.60006E-6,-137.4E-6
89.80006E-6,62.57E-6
89.80006E-6,-17.43E-6
90.00006E-6,-97.43E-6
90.00006E-6,102.6E-6
90.20006E-6,-177.4E-6
90.20006E-6,-17.43E-6
90.40006E-6,22.57E-6
90.40006E-6,-177.4E-6
90.60006E-6,62.57E-6
90.60006E-6,-97.43E-6
90.80006E-6,-217.4E-6
90.80006E-6,-17.43E-6
91.00008E-6,102.6E-6
91.00008E-6,-177.4E-6
91.20008E-6,182.6E-6
91.20008E-6,62.57E-6
91.40008E-6,-137.4E-6
91.40008E-6,102.6E-6
91.60008E-6,-217.4E-6
91.60008E-6,-57.43E-6
91.80008E-6,-257.4E-6
91.80008E-6,-137.4E-6
92.00008E-6,62.57E-6
92.00008E-6,-177.4E-6
92.20008E-6,62.57E-6
92.20008E-6,-97.43E-6
92.40008E-6,-297.4E-6
92.40008E-6,-57.43E-6
92.60008E-6,22.57E-6
92.60008E-6,-257.4E-6
92.80008E-6,142.6E-6
92.80008E-6,-97.43E-6
93.00008E-6,102.6E-6
93.00008E-6,-177.4E-6
93.20008E-6,-257.4E-6
93.20008E-6,-137.4E-6
93.40008E-6,-57.43E-6
93.40008E-6,-297.4E-6
93.60010E-6,22.57E-6
93.60010E-6,-137.4E-6
93.80010E-6,-97.43E-6
93.80010E-6,22.57E-6
94.00010E-6,-177.4E-6
94.00010E-6,-17.43E-6
94.20010E-6,62.57E-6
94.20010E-6,-137.4E-6
94.40010E-6,102.6E-6
94.40010E-6,-137.4E-6
94.60010E-6,-337.4E-6
94.60010E-6,-97.43E-6
94.80010E-6,-97.43E-6
94.80010E-6,-297.4E-6
95.00010E-6,62.57E-6
95.00010E-6,-177.4E-6
95.20000E-6,142.6E-6
95.20000E-6,-17.43E-6
95.40000E-6,-177.4E-6
95.40000E-6,62.57E-6
95.60000E-6,-177.4E-6
95.60000E-6,-57.43E-6
95.80000E-6,-217.4E-6
95.80000E-6,-97.43E-6
96.00000E-6,-297.4E-6
96.00000E-6,-137.4E-6
96.20000E-6,-17.43E-6
96.20000E-6,-217.4E-6
96.40000E-6,102.6E-6
96.40000E-6,-97.43E-6
96.60002E-6,182.6E-6
96.60002E-6,22.57E-6
96.80002E-6,-97.43E-6
96.80002E-6,102.6E-6
97.00002E-6,-177.4E-6
97.00002E-6,-57.43E-6
97.20002E-6,-177.4E-6
97.20002E-6,-57.43E-6
97.40002E-6,-177.4E-6
97.40002E-6,-17.43E-6
97.60002E-6,-177.4E-6
97.60002E-6,-97.43E-6
97.80002E-6,22.57E-6
97.80002E-6,-177.4E-6
98.00002E-6,102.6E-6
98.00002E-6,-57.43E-6
98.20002E-6,-57.43E-6
98.20002E-6,62.57E-6
98.40002E-6,-137.4E-6
98.40002E-6,22.57E-6
98.60002E-6,62.57E-6
98.60002E-6,-177.4E-6
98.80002E-6,102.6E-6
98.80002E-6,-17.43E-6
99.00002E-6,-17.43E-6
99.00002E-6,142.6E-6
99.20004E-6,-377.4E-6
99.20004E-6,62.57E-6
99.40004E-6,-17.43E-6
99.40004E-6,-537.4E-6
99.60004E-6,182.6E-6
99.60004E-6,-17.43E-6
99.80004E-6,-137.4E-6
99.80004E-6,62.57E-6
100.0000E-6,102.6E-6
100.0000E-6,-97.43E-6
100.2000E-6,-137.4E-6
100.2000E-6,-17.43E-6
100.4000E-6,62.57E-6
100.4000E-6,-57.43E-6
100.6000E-6,-217.4E-6
100.6000E-6,62.57E-6
100.8000E-6,-257.4E-6
100.8000E-6,-97.43E-6
101.0000E-6,142.6E-6
101.0000E-6,-177.4E-6
101.2000E-6,182.6E-6
101.2000E-6,-57.43E-6
101.4000E-6,-417.4E-6
101.4000E-6,22.57E-6
101.6000E-6,62.57E-6
101.6000E-6,-257.4E-6
101.8001E-6,62.57E-6
101.8001E-6,-97.43E-6
102.0001E-6,142.6E-6
102.0001E-6,-57.43E-6
102.2001E-6,-177.4E-6
102.2001E-6,22.57E-6
102.4001E-6,-217.4E-6
102.4001E-6,-57.43E-6
102.6001E-6,-17.43E-6
102.6001E-6,-177.4E-6
102.8001E-6,-217.4E-6
102.8001E-6,-57.43E-6
103.0001E-6,-177.4E-6
103.0001E-6,-97.43E-6
103.2001E-6,-177.4E-6
103.2001E-6,-17.43E-6
103.4001E-6,-137.4E-6
103.4001E-6,-17.43E-6
103.6001E-6,-177.4E-6
103.6001E-6,-57.43E-6
103.8001E-6,-177.4E-6
103.8001E-6,-17.43E-6
104.0001E-6,22.57E-6
104.0001E-6,-177.4E-6
104.2001E-6,22.57E-6
104.2001E-6,-137.4E-6
104.4001E-6,-217.4E-6
104.4001E-6,-17.43E-6
104.6001E-6,-177.4E-6
104.6001E-6,-97.43E-6
104.8001E-6,-177.4E-6
104.8001E-6,-57.43E-6
105.0001E-6,-177.4E-6
105.0001E-6,-57.43E-6
105.2001E-6,-217.4E-6
105.2001E-6,-97.43E-6
105.4001E-6,22.57E-6
105.4001E-6,-177.4E-6
105.6001E-6,62.57E-6
105.6001E-6,-97.43E-6
105.8001E-6,-97.43E-6
105.8001E-6,62.57E-6
106.0001E-6,-177.4E-6
106.0001E-6,22.57E-6
106.2001E-6,62.57E-6
106.2001E-6,-137.4E-6
106.4001E-6,102.6E-6
106.4001E-6,-17.43E-6
106.6001E-6,-257.4E-6
106.6001E-6,62.57E-6
106.8001E-6,-297.4E-6
106.8001E-6,-177.4E-6
107.0001E-6,-17.43E-6
107.0001E-6,-217.4E-6
107.2001E-6,102.6E-6
107.2001E-6,-57.43E-6
107.4001E-6,-57.43E-6
107.4001E-6,62.57E-6
107.6001E-6,-97.43E-6
107.6001E-6,22.57E-6
107.8001E-6,-57.43E-6
107.8001E-6,62.57E-6
108.0001E-6,-177.4E-6
108.0001E-6,22.57E-6
108.2001E-6,-257.4E-6
108.2001E-6,-137.4E-6
108.4000E-6,-257.4E-6
108.4000E-6,-97.43E-6
108.6000E-6,102.6E-6
108.6000E-6,-137.4E-6
108.8000E-6,182.6E-6
108.8000E-6,22.57E-6
109.0000E-6,22.57E-6
109.0000E-6,182.6E-6
109.2000E-6,-97.43E-6
109.2000E-6,62.57E-6
109.4000E-6,-97.43E-6
109.4000E-6,22.57E-6
109.6000E-6,-217.4E-6
109.6000E-6,22.57E-6
109.8000E-6,-217.4E-6
109.8000E-6,-97.43E-6
110.0000E-6,-177.4E-6
110.0000E-6,-57.43E-6
110.2000E-6,-177.4E-6
110.2000E-6,-57.43E-6
110.4000E-6,62.57E-6
110.4000E-6,-137.4E-6
110.6000E-6,62.57E-6
110.6000E-6,-97.43E-6
110.8000E-6,102.6E-6
110.8000E-6,-17.43E-6
111.0000E-6,182.6E-6
111.0000E-6,-17.43E-6
111.2000E-6,-177.4E-6
111.2000E-6,22.57E-6
111.4000E-6,-257.4E-6
111.4000E-6,-57.43E-6
111.6000E-6,22.57E-6
111.6000E-6,-177.4E-6
111.8000E-6,-257.4E-6
111.8000E-6,-57.43E-6
112.0000E-6,22.57E-6
112.0000E-6,-137.4E-6
112.2000E-6,182.6E-6
112.2000E-6,-57.43E-6
112.4000E-6,-257.4E-6
112.4000E-6,62.57E-6
112.6000E-6,-377.4E-6
112.6000E-6,-137.4E-6
112.8000E-6,-57.43E-6
112.8000E-6,-297.4E-6
113.0000E-6,62.57E-6
113.0000E-6,-297.4E-6
113.2000E-6,62.57E-6
113.2000E-6,-177.4E-6
113.4000E-6,-257.4E-6
113.4000E-6,-97.43E-6
113.6000E-6,-217.4E-6
113.6000E-6,-97.43E-6
113.8000E-6,22.57E-6
113.8000E-6,-177.4E-6
114.0000E-6,22.57E-6
114.0000E-6,-137.4E-6
114.2000E-6,-137.4E-6
114.2000E-6,-17.43E-6
114.4000E-6,62.57E-6
114.4000E-6,-137.4E-6
114.6000E-6,62.57E-6
114.6000E-6,-257.4E-6
114.8001E-6,-17.43E-6
114.8001E-6,-257.4E-6
115.0001E-6,-17.43E-6
115.0001E-6,-217.4E-6
115.2001E-6,22.57E-6
115.2001E-6,-257.4E-6
115.4001E-6,102.6E-6
115.4001E-6,-57.43E-6
115.6001E-6,-177.4E-6
115.6001E-6,62.57E-6
115.8001E-6,-217.4E-6
115.8001E-6,-97.43E-6
116.0001E-6,62.57E-6
116.0001E-6,-177.4E-6
116.2001E-6,102.6E-6
116.2001E-6,-17.43E-6
116.4001E-6,-97.43E-6
116.4001E-6,62.57E-6
116.6001E-6,-97.43E-6
116.6001E-6,22.57E-6
116.8001E-6,-177.4E-6
116.8001E-6,22.57E-6
117.0001E-6,-217.4E-6
117.0001E-6,-137.4E-6
117.2001E-6,-257.4E-6
117.2001E-6,-57.43E-6
117.4001E-6,102.6E-6
117.4001E-6,-97.43E-6
117.6001E-6,182.6E-6
117.6001E-6,62.57E-6
117.8001E-6,-17.43E-6
117.8001E-6,142.6E-6
118.0001E-6,-137.4E-6
118.0001E-6,22.57E-6
118.2001E-6,-137.4E-6
118.2001E-6,22.57E-6
118.4001E-6,-177.4E-6
118.4001E-6,22.57E-6
118.6001E-6,-177.4E-6
118.6001E-6,-57.43E-6
118.8001E-6,142.6E-6
118.8001E-6,-137.4E-6
119.0001E-6,142.6E-6
119.0001E-6,22.57E-6
119.2001E-6,-97.43E-6
119.2001E-6,102.6E-6
119.4001E-6,-137.4E-6
119.4001E-6,22.57E-6
119.6001E-6,-217.4E-6
119.6001E-6,-17.43E-6
119.8001E-6,142.6E-6
119.8001E-6,-97.43E-6
120.0001E-6,102.6E-6
120.0001E-6,-177.4E-6
120.2001E-6,-217.4E-6
120.2001E-6,-97.43E-6
120.4001E-6,22.57E-6
120.4001E-6,-177.4E-6
120.6001E-6,22.57E-6
120.6001E-6,-97.43E-6
120.8001E-6,102.6E-6
120.8001E-6,-57.43E-6
121.0001E-6,-97.43E-6
121.0001E-6,62.57E-6
121.2001E-6,-137.4E-6
121.2001E-6,22.57E-6
121.4001E-6,142.6E-6
121.4001E-6,-57.43E-6
121.6000E-6,-217.4E-6
121.6000E-6,102.6E-6
121.8000E-6,-17.43E-6
121.8000E-6,-177.4E-6
122.0000E-6,-137.4E-6
122.0000E-6,-17.43E-6
122.2000E-6,-177.4E-6
122.2000E-6,-17.43E-6
122.4000E-6,-177.4E-6
122.4000E-6,-57.43E-6
122.6000E-6,-257.4E-6
122.6000E-6,-137.4E-6
122.8000E-6,62.57E-6
122.8000E-6,-177.4E-6
123.0000E-6,102.6E-6
123.0000E-6,-17.43E-6
123.2000E-6,-137.4E-6
123.2000E-6,62.57E-6
123.4000E-6,-137.4E-6
123.4000E-6,22.57E-6
123.6000E-6,-137.4E-6
123.6000E-6,22.57E-6
123.8000E-6,-177.4E-6
123.8000E-6,-17.43E-6
124.0000E-6,-177.4E-6
124.0000E-6,-17.43E-6
124.2000E-6,22.57E-6
124.2000E-6,-137.4E-6
124.4000E-6,-137.4E-6
124.4000E-6,22.57E-6
124.6000E-6,-177.4E-6
124.6000E-6,-57.43E-6
124.8000E-6,-217.4E-6
124.8000E-6,-57.43E-6
125.0000E-6,142.6E-6
125.0000E-6,-137.4E-6
125.2000E-6,222.6E-6
125.2000E-6,62.57E-6
125.4000E-6,-57.43E-6
125.4000E-6,222.6E-6
125.6000E-6,-457.4E-6
125.6000E-6,-17.43E-6
125.8000E-6,62.57E-6
125.8000E-6,-297.4E-6
126.0000E-6,102.6E-6
126.0000E-6,-257.4E-6
126.2000E-6,-57.43E-6
126.2000E-6,-257.4E-6
126.4000E-6,102.6E-6
126.4000E-6,-137.4E-6
126.6000E-6,222.6E-6
126.6000E-6,22.57E-6
126.8000E-6,-97.43E-6
126.8000E-6,182.6E-6
127.0000E-6,-217.4E-6
127.0000E-6,-57.43E-6
127.2000E-6,22.57E-6
127.2000E-6,-217.4E-6
127.4000E-6,102.6E-6
127.4000E-6,-57.43E-6
127.6000E-6,-177.4E-6
127.6000E-6,62.57E-6
127.8000E-6,-417.4E-6
127.8000E-6,-57.43E-6
128.0000E-6,142.6E-6
128.0000E-6,-297.4E-6
128.2001E-6,182.6E-6
128.2001E-6,22.57E-6
128.4001E-6,-17.43E-6
128.4001E-6,102.6E-6
128.6001E-6,-57.43E-6
128.6001E-6,142.6E-6
128.8001E-6,182.6E-6
128.8001E-6,62.57E-6
129.0001E-6,-217.4E-6
129.0001E-6,102.6E-6
129.2001E-6,-377.4E-6
129.2001E-6,-177.4E-6
129.4001E-6,-177.4E-6
129.4001E-6,-297.4E-6
129.6001E-6,102.6E-6
129.6001E-6,-217.4E-6
129.8001E-6,222.6E-6
129.8001E-6,22.57E-6
130.0001E-6,-97.43E-6
130.0001E-6,62.57E-6
130.2001E-6,-97.43E-6
130.2001E-6,62.57E-6
130.4001E-6,-257.4E-6
130.4001E-6,22.57E-6
130.6001E-6,-297.4E-6
130.6001E-6,-137.4E-6
130.8001E-6,-17.43E-6
130.8001E-6,-297.4E-6
131.0001E-6,62.57E-6
131.0001E-6,-97.43E-6
131.2001E-6,102.6E-6
131.2001E-6,-57.43E-6
131.4001E-6,-137.4E-6
131.4001E-6,62.57E-6
131.6001E-6,-217.4E-6
131.6001E-6,-57.43E-6
131.8001E-6,22.57E-6
131.8001E-6,-137.4E-6
132.0001E-6,-217.4E-6
132.0001E-6,22.57E-6
132.2001E-6,-337.4E-6
132.2001E-6,-177.4E-6
132.4001E-6,-57.43E-6
132.4001E-6,-257.4E-6
132.6001E-6,22.57E-6
132.6001E-6,-137.4E-6
132.8001E-6,-137.4E-6
132.8001E-6,22.57E-6
133.0001E-6,-137.4E-6
133.0001E-6,-57.43E-6
133.2001E-6,-137.4E-6
133.2001E-6,-17.43E-6
133.4001E-6,-137.4E-6
133.4001E-6,22.57E-6
133.6001E-6,-297.4E-6
133.6001E-6,-57.43E-6
133.8001E-6,-297.4E-6
133.8001E-6,-137.4E-6
134.0001E-6,102.6E-6
134.0001E-6,-177.4E-6
134.2001E-6,102.6E-6
134.2001E-6,-17.43E-6
134.4001E-6,-137.4E-6
134.4001E-6,62.57E-6
134.6001E-6,-217.4E-6
134.6001E-6,-97.43E-6
134.8000E-6,102.6E-6
134.8000E-6,-97.43E-6
135.0000E-6,-137.4E-6
135.0000E-6,62.57E-6
135.2000E-6,-217.4E-6
135.2000E-6,-17.43E-6
135.4000E-6,-17.43E-6
135.4000E-6,-217.4E-6
135.6000E-6,62.57E-6
135.6000E-6,-57.43E-6
135.8000E-6,-97.43E-6
135.8000E-6,22.57E-6
136.0000E-6,-177.4E-6
136.0000E-6,22.57E-6
136.2000E-6,62.57E-6
136.2000E-6,-137.4E-6
136.4000E-6,62.57E-6
136.4000E-6,-97.43E-6
136.6000E-6,-97.43E-6
136.6000E-6,62.57E-6
136.8000E-6,-137.4E-6
136.8000E-6,-57.43E-6
137.0000E-6,-137.4E-6
137.0000E-6,22.57E-6
137.2000E-6,62.57E-6
137.2000E-6,-97.43E-6
137.4000E-6,-57.43E-6
137.4000E-6,62.57E-6
137.6000E-6,-57.43E-6
137.6000E-6,102.6E-6
137.8000E-6,-57.43E-6
137.8000E-6,62.57E-6
138.0000E-6,-177.4E-6
138.0000E-6,22.57E-6
138.2000E-6,-177.4E-6
138.2000E-6,-17.43E-6
138.4000E-6,182.6E-6
138.4000E-6,-97.43E-6
138.6000E-6,342.6E-6
138.6000E-6,182.6E-6
138.8000E-6,-297.4E-6
138.8000E-6,222.6E-6
139.0000E-6,702.6E-6
139.0000E-6,-537.4E-6
139.2000E-6,6.543E-3
139.2000E-6,-3.657E-3
139.4000E-6,6.543E-3
139.4000E-6,-3.657E-3
139.6001E-6,6.543E-3
139.6001E-6,-3.657E-3
139.8001E-6,6.543E-3
139.8001E-6,-3.657E-3
140.0001E-6,1.863E-3
140.0001E-6,-3.657E-3
140.2001E-6,1.863E-3
140.2001E-6,-3.657E-3
140.4001E-6,6.543E-3
140.4001E-6,-3.657E-3
140.6001E-6,6.543E-3
140.6001E-6,-3.657E-3
140.8001E-6,6.543E-3
140.8001E-6,-3.657E-3
141.0001E-6,6.543E-3
141.0001E-6,-3.657E-3
141.2001E-6,6.543E-3
141.2001E-6,-3.657E-3
141.4001E-6,-897.4E-6
141.4001E-6,-3.657E-3
141.6001E-6,6.543E-3
141.6001E-6,-3.657E-3
141.8001E-6,3.743E-3
141.8001E-6,-3.657E-3
142.0001E-6,4.023E-3
142.0001E-6,-3.657E-3
142.2001E-6,3.583E-3
142.2001E-6,-3.657E-3
142.4001E-6,3.063E-3
142.4001E-6,-3.097E-3
142.6001E-6,1.983E-3
142.6001E-6,-2.337E-3
142.8001E-6,1.463E-3
142.8001E-6,-1.377E-3
143.0001E-6,782.6E-6
143.0001E-6,-857.4E-6
143.2001E-6,382.6E-6
143.2001E-6,-217.4E-6
143.4001E-6,342.6E-6
143.4001E-6,-177.4E-6
143.6001E-6,382.6E-6
143.6001E-6,-217.4E-6
143.8001E-6,422.6E-6
143.8001E-6,62.57E-6
144.0001E-6,542.6E-6
144.0001E-6,102.6E-6
144.2001E-6,422.6E-6
144.2001E-6,62.57E-6
144.4001E-6,742.6E-6
144.4001E-6,302.6E-6
144.6001E-6,582.6E-6
144.6001E-6,222.6E-6
144.8001E-6,702.6E-6
144.8001E-6,382.6E-6
145.0001E-6,662.6E-6
145.0001E-6,422.6E-6
145.2001E-6,782.6E-6
145.2001E-6,422.6E-6
145.4001E-6,822.6E-6
145.4001E-6,582.6E-6
145.6001E-6,502.6E-6
145.6001E-6,662.6E-6
145.8001E-6,542.6E-6
145.8001E-6,662.6E-6
146.0001E-6,822.6E-6
146.0001E-6,582.6E-6
146.2001E-6,822.6E-6
146.2001E-6,702.6E-6
146.4001E-6,702.6E-6
146.4001E-6,822.6E-6
146.6001E-6,622.6E-6
146.6001E-6,822.6E-6
146.8001E-6,862.6E-6
146.8001E-6,742.6E-6
147.0001E-6,662.6E-6
147.0001E-6,782.6E-6
147.2001E-6,502.6E-6
147.2001E-6,742.6E-6
147.4001E-6,742.6E-6
147.4001E-6,542.6E-6
147.6001E-6,782.6E-6
147.6001E-6,622.6E-6
147.8001E-6,582.6E-6
147.8001E-6,742.6E-6
148.0001E-6,382.6E-6
148.0001E-6,622.6E-6
148.2000E-6,622.6E-6
148.2000E-6,422.6E-6
148.4000E-6,742.6E-6
148.4000E-6,582.6E-6
148.6000E-6,502.6E-6
148.6000E-6,742.6E-6
148.8000E-6,342.6E-6
148.8000E-6,542.6E-6
149.0000E-6,222.6E-6
149.0000E-6,382.6E-6
149.2000E-6,502.6E-6
149.2000E-6,342.6E-6
149.4000E-6,142.6E-6
149.4000E-6,422.6E-6
149.6000E-6,142.6E-6
149.6000E-6,302.6E-6
149.8000E-6,182.6E-6
149.8000E-6,302.6E-6
150.0000E-6,142.6E-6
150.0000E-6,262.6E-6
150.2000E-6,-17.43E-6
150.2000E-6,262.6E-6
150.4000E-6,-97.43E-6
150.4000E-6,22.57E-6
150.6000E-6,262.6E-6
150.6000E-6,-17.43E-6
150.8000E-6,302.6E-6
150.8000E-6,62.57E-6
151.0000E-6,-97.43E-6
151.0000E-6,142.6E-6
151.2000E-6,-137.4E-6
151.2000E-6,62.57E-6
151.4000E-6,-377.4E-6
151.4000E-6,-17.43E-6
151.6000E-6,-137.4E-6
151.6000E-6,-337.4E-6
151.8000E-6,-17.43E-6
151.8000E-6,-177.4E-6
152.0000E-6,-457.4E-6
152.0000E-6,-57.43E-6
152.2000E-6,102.6E-6
152.2000E-6,-337.4E-6
152.4000E-6,-17.43E-6
152.4000E-6,-457.4E-6
152.6000E-6,-257.4E-6
152.6000E-6,-497.4E-6
152.8000E-6,-257.4E-6
152.8000E-6,-457.4E-6
153.0000E-6,-497.4E-6
153.0000E-6,-337.4E-6
153.2000E-6,-537.4E-6
153.2000E-6,-377.4E-6
153.4000E-6,-257.4E-6
153.4000E-6,-537.4E-6
153.6000E-6,-177.4E-6
153.6000E-6,-337.4E-6
153.8000E-6,-337.4E-6
153.8000E-6,-177.4E-6
154.0000E-6,-457.4E-6
154.0000E-6,-257.4E-6
154.2000E-6,-217.4E-6
154.2000E-6,-577.4E-6
154.4000E-6,-257.4E-6
154.4000E-6,-577.4E-6
154.6000E-6,-377.4E-6
154.6000E-6,-777.4E-6
154.8000E-6,-577.4E-6
154.8000E-6,-777.4E-6
155.0001E-6,-377.4E-6
155.0001E-6,-657.4E-6
155.2001E-6,-217.4E-6
155.2001E-6,-457.4E-6
155.4001E-6,-257.4E-6
155.4001E-6,-457.4E-6
155.6001E-6,-537.4E-6
155.6001E-6,-417.4E-6
155.8001E-6,-577.4E-6
155.8001E-6,-457.4E-6
156.0001E-6,-577.4E-6
156.0001E-6,-457.4E-6
156.2001E-6,-577.4E-6
156.2001E-6,-417.4E-6
156.4001E-6,-577.4E-6
156.4001E-6,-417.4E-6
156.6001E-6,-257.4E-6
156.6001E-6,-457.4E-6
156.8001E-6,-257.4E-6
156.8001E-6,-377.4E-6
157.0001E-6,-497.4E-6
157.0001E-6,-297.4E-6
157.2001E-6,-497.4E-6
157.2001E-6,-337.4E-6
157.4001E-6,-177.4E-6
157.4001E-6,-417.4E-6
157.6001E-6,-217.4E-6
157.6001E-6,-297.4E-6
157.8001E-6,-377.4E-6
157.8001E-6,-257.4E-6
158.0001E-6,-377.4E-6
158.0001E-6,-217.4E-6
158.2001E-6,-137.4E-6
158.2001E-6,-297.4E-6
158.4001E-6,-97.43E-6
158.4001E-6,-217.4E-6
158.6001E-6,-177.4E-6
158.6001E-6,-97.43E-6
158.8001E-6,-337.4E-6
158.8001E-6,-137.4E-6
159.0001E-6,-97.43E-6
159.0001E-6,-297.4E-6
159.2001E-6,-97.43E-6
159.2001E-6,-217.4E-6
159.4001E-6,22.57E-6
159.4001E-6,-177.4E-6
159.6001E-6,62.57E-6
159.6001E-6,-57.43E-6
159.8001E-6,-177.4E-6
159.8001E-6,22.57E-6
160.0001E-6,-137.4E-6
160.0001E-6,-17.43E-6
160.2001E-6,-257.4E-6
160.2001E-6,-57.43E-6
160.4001E-6,22.57E-6
160.4001E-6,-217.4E-6
160.6001E-6,182.6E-6
160.6001E-6,-57.43E-6
160.8001E-6,262.6E-6
160.8001E-6,102.6E-6
161.0001E-6,302.6E-6
161.0001E-6,182.6E-6
161.2001E-6,102.6E-6
161.2001E-6,302.6E-6
161.4000E-6,-137.4E-6
161.4000E-6,102.6E-6
161.6000E-6,-177.4E-6
161.6000E-6,-57.43E-6
161.8000E-6,102.6E-6
161.8000E-6,-137.4E-6
162.0000E-6,262.6E-6
162.0000E-6,22.57E-6
162.2000E-6,302.6E-6
162.2000E-6,102.6E-6
162.4000E-6,62.57E-6
162.4000E-6,182.6E-6
162.6000E-6,262.6E-6
162.6000E-6,102.6E-6
162.8000E-6,302.6E-6
162.8000E-6,62.57E-6
163.0000E-6,-17.43E-6
163.0000E-6,142.6E-6
163.2000E-6,-57.43E-6
163.2000E-6,102.6E-6
163.4000E-6,262.6E-6
163.4000E-6,-17.43E-6
163.6000E-6,302.6E-6
163.6000E-6,142.6E-6
163.8000E-6,422.6E-6
163.8000E-6,222.6E-6
164.0000E-6,182.6E-6
164.0000E-6,302.6E-6
164.2000E-6,142.6E-6
164.2000E-6,302.6E-6
164.4000E-6,22.57E-6
164.4000E-6,222.6E-6
164.6000E-6,-97.43E-6
164.6000E-6,102.6E-6
164.8000E-6,182.6E-6
164.8000E-6,-57.43E-6
165.0000E-6,382.6E-6
165.0000E-6,142.6E-6
165.2000E-6,342.6E-6
165.2000E-6,-57.43E-6
165.4000E-6,302.6E-6
165.4000E-6,-57.43E-6
165.6000E-6,302.6E-6
165.6000E-6,-57.43E-6
165.8000E-6,142.6E-6
165.8000E-6,-97.43E-6
166.0000E-6,102.6E-6
166.0000E-6,-57.43E-6
166.2000E-6,222.6E-6
166.2000E-6,-17.43E-6
166.4001E-6,262.6E-6
166.4001E-6,62.57E-6
166.6001E-6,-57.43E-6
166.6001E-6,142.6E-6
166.8001E-6,-137.4E-6
166.8001E-6,-17.43E-6
167.0001E-6,-177.4E-6
167.0001E-6,-17.43E-6
167.2001E-6,22.57E-6
167.2001E-6,-137.4E-6
167.4001E-6,-297.4E-6
167.4001E-6,-17.43E-6
167.6001E-6,102.6E-6
167.6001E-6,-337.4E-6
167.8001E-6,142.6E-6
167.8001E-6,22.57E-6
168.0001E-6,-137.4E-6
168.0001E-6,62.57E-6
168.2001E-6,-217.4E-6
168.2001E-6,-57.43E-6
